#SampleID,sample_name_backup,sequence_run,run_lane,sample_name_mf,BiologicalMatter,env_sample,Biological_group,coral_group,country,country_region,expedition_number,depth,family,host_clade_sensu_fukami_numeric,Huang_Roy_tree_name,outgroup,complex_robust,functional_group_sensu_darling,Sexual.system,Mode.of.larval.development,sample_name_first_demultiplexing,concatenated_date,reef_name,latitude,longitude,env_matter,local_sample_id,ocean_area,Symbio_ITS2_sequenced,colony_name,phylo_robust,phylo_complex,family_backup,host_genus_id,host_species_id,field_host_name,field_host_genus_id,field_host_species_id,colony_height_m,colony_width1,colony_width2,tissue_compartment,host_genus,host_species,host_clade_sensu_fukami,temperature,NCBI_inherited_blast_name,full_taxonomy_string_with_clade,taxonomy_string_to_clade,taxonomy_string_to_family,Genus.fossil.age,Genus.fossil.age.unit,sample_type_EMP,Species.age.phylogeny,Species.age.phylogeny.unit,Zooxanthellate,political_area,ocean,hemisphere,sampling_expedition,collected_by
343-P507-T,1256_343_P507_T,PSU_Miseq_v4_2023,GMCF_1256_set2,PC48_T,Coral Tissue,no,yes,yes,Panama,Panama_Atlantic,E2,6.1,Acroporidae,6,ACR_Acropora_cervicornis,n,complex,Competitive,hermaphrodite,spawner,1256_343_P507_T,20140918,Crawl Cay,9.25405,-82.12585,organic material,PC48_T,Caribbean,n,E2.6.Acr.cerv.3.20140918,no,yes,Acroporidae,Acropora,cervicornis,Acropora cervicornis,Acropora,cervicornis,30,52,Unknown,T,Acropora,cervicornis,VI,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Acropora_cervicornis,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,55.8,mya,Coral Tissue,3.236147164,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
344-P508-M,1256_344_P508_M,PSU_Miseq_v4_2023,GMCF_1256_set2,PC49_M,Coral Mucus,no,yes,yes,Panama,Panama_Atlantic,E2,5.2,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_344_P508_M,20140918,Crawl Cay,9.25405,-82.12585,mucus,PC49_M,Caribbean,n,E2.12.Mea.mean.1.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,13,Unknown,M,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Tissue,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
345-P508-T,1256_345_P508_T,PSU_Miseq_v4_2023,GMCF_1256_set2,PC49_T,Coral Tissue,no,yes,yes,Panama,Panama_Atlantic,E2,5.2,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_345_P508_T,20140918,Crawl Cay,9.25405,-82.12585,organic material,PC49_T,Caribbean,n,E2.12.Mea.mean.1.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,13,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Tissue,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
346-P509-M,1256_346_P509_M,PSU_Miseq_v4_2023,GMCF_1256_set2,PC50_M,Coral Mucus,no,yes,yes,Panama,Panama_Atlantic,E2,5.5,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_346_P509_M,20140918,Crawl Cay,9.25405,-82.12585,mucus,PC50_M,Caribbean,n,E2.12.Mea.mean.2.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,27,44,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Mucus,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
347-P509-T,1256_347_P509_T,PSU_Miseq_v4_2023,GMCF_1256_set2,PC50_T,Coral Tissue,no,yes,yes,Panama,Panama_Atlantic,E2,5.5,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_347_P509_T,20140918,Crawl Cay,9.25405,-82.12585,organic material,PC50_T,Caribbean,n,E2.12.Mea.mean.2.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,27,44,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Tissue,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
348-P510-M,1256_348_P510_M,PSU_Miseq_v4_2023,GMCF_1256_set2,PC51_M,Coral Mucus,no,yes,yes,Panama,Panama_Atlantic,E2,4.3,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_348_P510_M,20140918,Crawl Cay,9.25405,-82.12585,mucus,PC51_M,Caribbean,n,E2.12.Mea.mean.3.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,25,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Mucus,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
349-P510-T,1256_349_P510_T,PSU_Miseq_v4_2023,GMCF_1256_set2,PC51_T,Coral Tissue,no,yes,yes,Panama,Panama_Atlantic,E2,4.3,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_349_P510_T,20140918,Crawl Cay,9.25405,-82.12585,organic material,PC51_T,Caribbean,n,E2.12.Mea.mean.3.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,25,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Tissue,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
350-P511-M,1256_350_P511_M,PSU_Miseq_v4_2023,GMCF_1256_set2,PC52_M,Coral Mucus,no,yes,yes,Panama,Panama_Atlantic,E2,4.6,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_350_P511_M,20140918,Crawl Cay,9.25405,-82.12585,mucus,PC52_M,Caribbean,n,E2.12.Mea.mean.4.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,15,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Mucus,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
351-P511-T,1256_351_P511_T,PSU_Miseq_v4_2023,GMCF_1256_set2,PC52_T,Coral Tissue,no,yes,yes,Panama,Panama_Atlantic,E2,4.6,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_351_P511_T,20140918,Crawl Cay,9.25405,-82.12585,organic material,PC52_T,Caribbean,n,E2.12.Mea.mean.4.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,15,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Tissue,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
352-P512-M,1256_352_P512_M,PSU_Miseq_v4_2023,GMCF_1256_set2,PC53_M,Coral Mucus,no,yes,yes,Panama,Panama_Atlantic,E2,4.6,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_352_P512_M,20140918,Crawl Cay,9.25405,-82.12585,mucus,PC53_M,Caribbean,n,E2.12.Mea.mean.5.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,15,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Mucus,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
353-P512-T,1256_353_P512_T,PSU_Miseq_v4_2023,GMCF_1256_set2,PC53_T,Coral Tissue,no,yes,yes,Panama,Panama_Atlantic,E2,4.6,Meandrinidae,12,MEA_Meandrina_meandrites,n,robust,Stress-tolerant,gonochore,spawner,1256_353_P512_T,20140918,Crawl Cay,9.25405,-82.12585,organic material,PC53_T,Caribbean,n,E2.12.Mea.mean.5.20140918,no,no,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,Meandrina,meandrites,5,15,Unknown,T,Meandrina,meandrites,XII,29.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XII_Meandrina_meandrites,Cnidaria_Anthozoa_Scleractinia_XII,Cnidaria_Anthozoa_Scleractinia_Meandrinidae,61.7,mya,Coral Tissue,0.468509201,mya,zooxanthellate,Panama,Atlantic,Northern,E2_Bocas_del_Toro_2014,Monica Medina
354-PPOR1-S,354-PPOR1-S,PSU_Miseq_v4_2023,GMCF_1256_set2,Unknown,Coral Skeleton,no,no,no,Panama,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
355-PPOR2-S,355-PPOR2-S,PSU_Miseq_v4_2023,GMCF_1256_set2,Unknown,Coral Skeleton,no,no,no,Panama,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
E1.10.Poc.dami.1.20140728.T_S305,E1.10.Poc.dami.1.20140728_T,OSU_Miseq_v4_2107,ALVCP,Pollock681_Poci_Tis_140728,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,4.8768,Pocilloporidae,10,POC_Pocillopora_damicornis,n,robust,Weedy,hermaphrodite,Unknown,E1.10.Poc.dami.1.20140728_T,20140728,Big Vickie,-14.68463,145.44175,organic material,Poci Tis 140728,Coral Sea,n,E1.10.Poc.dami.1.20140728,yes,no,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,Pocillopora,damicornis,10,25,18,T,Pocillopora,damicornis,X,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Pocillopora_damicornis,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Tissue,1.847284581,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.10.Poc.dami.1.20140731.T_S343,E1.10.Poc.dami.1.20140731_T,OSU_Miseq_v4_2107,ALVCP,Pollock338,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Pocilloporidae,10,POC_Pocillopora_damicornis,n,robust,Weedy,hermaphrodite,Unknown,E1.10.Poc.dami.1.20140731_T,20140731,Horseshoe,-14.68716,145.44449,organic material,Poc Tis 140731,Coral Sea,n,E1.10.Poc.dami.1.20140731,yes,no,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,Pocillopora,damicornis,10,17,14,T,Pocillopora,damicornis,X,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Pocillopora_damicornis,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Tissue,1.847284581,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.10.Poc.dami.1.20140905.T_S137,E1.10.Poc.dami.1.20140905_T,OSU_Miseq_v4_2107,AN5UL,Pollock513_Poc_Tis_140905_1,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Pocilloporidae,10,POC_Pocillopora_damicornis,n,robust,Weedy,hermaphrodite,Unknown,E1.10.Poc.dami.1.20140905_T,20140905,Broadhurst,-18.86528,147.693611,organic material,Poc Tis 140905 .1.,Coral Sea,y,E1.10.Poc.dami.1.20140905,yes,no,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,Pocillopora,damicornis,4,10,8,T,Pocillopora,damicornis,X,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Pocillopora_damicornis,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Tissue,1.847284581,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.10.Sty.pist.1.20140807.T_S60,E1.10_Sty.pist.1.20140807_T,OSU_Miseq_v4_2107,AN5UL,Pollock436_Sty_Tis_140807,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Pocilloporidae,10,POC_Stylophora,n,robust,Weedy,hermaphrodite,brooder,E1.10_Sty.pist.1.20140807_T,20140807,Trawler,-14.68344,145.46554,organic material,Sty Tis 140807,Coral Sea,y,E1.10_Sty.pist.1.20140807,yes,no,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,Stylophora,pistillata,9,20,9,T,Stylophora,pistillata,X,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Stylophora_pistillata,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,65.5,mya,Coral Tissue,1.035433103,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.10.Sty.pist.1.20140815.T_S78,E1.10_Sty.pist.1.20140815_T,OSU_Miseq_v4_2107,AN5UL,Pollock454_Sty_Tis_140815,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Pocilloporidae,10,POC_Stylophora,n,robust,Weedy,hermaphrodite,brooder,E1.10_Sty.pist.1.20140815_T,20140815,Trawler,-14.68344,145.46554,organic material,Sty Tis 140815,Coral Sea,y,E1.10_Sty.pist.1.20140815,yes,no,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,Stylophora,pistillata,15,25,15,T,Stylophora,pistillata,X,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Stylophora_pistillata,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,65.5,mya,Coral Tissue,1.035433103,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.11.Fun.sp.1.20140730.T_S326,E1.11.Fun_Sp.1.20140730_T,OSU_Miseq_v4_2107,ALVCP,Pollock323,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Fungiidae,11,FUN,n,robust,Stress-tolerant,Unknown,Unknown,E1.11.Fun_Sp.1.20140730_T,20140730,Trawler,-14.68344,145.46554,organic material,Fun Tis 140730,Coral Sea,n,E1.11.Fun_Sp.1.20140730,no,no,Fungiidae,Fungia,sp,Fungia sp,Fungia,sp,1,4,5,T,Fungia,sp,XI,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_sp,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.11.Fun.sp.1.20140811.T_S76,E1.11.Fun_Sp.1.20140811_T,OSU_Miseq_v4_2107,ALVCP,Pollock77,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.9624,Fungiidae,11,FUN,n,robust,Stress-tolerant,Unknown,Unknown,E1.11.Fun_Sp.1.20140811_T,20140811,Trawler,-14.68344,145.46554,organic material,Fun Tis 140811,Coral Sea,y,E1.11.Fun_Sp.1.20140811,no,no,Fungiidae,Fungia,sp,Fungia sp,Fungia,sp,1,5,5,T,Fungia,sp,XI,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_sp,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.11.Lep.tran.1.20140731.T_S332,E1.11.Lep_Tran.1.20140731_T,OSU_Miseq_v4_2107,ALVCP,Pollock333,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,incertae sedis,11,FAV_Leptastrea_transversa,n,robust,Unknown,Unknown,Unknown,E1.11.Lep_Tran.1.20140731_T,20140731,Horseshoe,-14.68716,145.44449,organic material,Coel Tis 140731,Coral Sea,n,E1.11.Lep_Tran.1.20140731,no,no,incertae sedis,Leptastrea,transversa,Leptastrea transversa,Leptastrea,transversa,1,9,5,T,Leptastrea,transversa,XI,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Leptastrea_transversa,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_incertae sedis,37.2,mya,Coral Tissue,3.408186422,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.11.Psa.cont.1.20140730.T_S323,E1.11.Psa.cont.1.20140730_T,OSU_Miseq_v4_2107,ALVCP,Pollock326,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Psammocoridae,11,SID_Psammocora_contigua,n,robust,Unknown,gonochore,Unknown,E1.11.Psa.cont.1.20140730_T,20140730,Trawler,-14.68344,145.46554,organic material,Pav Tis 140730,Coral Sea,n,E1.11.Psa.cont.1.20140730,no,no,Psammocoridae,Psammocora,contigua,Psammocora contigua,Psammocora,contigua,7,10,7,T,Psammocora,contigua,XI,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Psammocora_contigua,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Psammocoridae,37.2,mya,Coral Tissue,1.883116412,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.11.Psa.digi.1.20140807.T_S60,E1.11.Psa.digi.1.20140807_T,OSU_Miseq_v4_2107,ALVCP,Pollock61,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Psammocoridae,11,SID_Psammocora_digitata,n,robust,Unknown,gonochore,Unknown,E1.11.Psa.digi.1.20140807_T,20140807,Trawler,-14.68344,145.46554,organic material,Pav Tis 140807,Coral Sea,y,E1.11.Psa.digi.1.20140807,no,no,Psammocoridae,Psammocora,digitata,Psammocora digitata,Psammocora,digitata,22,25,20,T,Psammocora,digitata,XI,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Psammocora_digitata,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Psammocoridae,37.2,mya,Coral Tissue,0.932787995,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.14.Phy.lich.1.20140801.T_S317,E1.14.Phy.lich.1.20140801_T,OSU_Miseq_v4_2107,ALVCP,Pollock693_Eup_Tis_140801,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.3528,incertae sedis,14,EUP_Physogyra_lichtensteini,n,robust,Stress-tolerant,Unknown,Unknown,E1.14.Phy.lich.1.20140801_T,20140801,Trawler,-14.68344,145.46554,organic material,Eup Tis 140801,Coral Sea,n,E1.14.Phy.lich.1.20140801,no,no,incertae sedis,Physogyra,lichtensteini,Physogyra lichtensteini,Physogyra,lichtensteini,30,25,4,T,Physogyra,lichtensteini,XIV,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XIV_Physogyra_lichtensteini,Cnidaria_Anthozoa_Scleractinia_XIV,Cnidaria_Anthozoa_Scleractinia_incertae sedis,0.01,mya,Coral Tissue,1.648875415,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.14.Phy.lich.1.20140811.T_S67,E1.14.Phy.lich.1.20140811_T,OSU_Miseq_v4_2107,AN5UL,Pollock443_Phy_Tis_140811,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,4.572,incertae sedis,14,EUP_Physogyra_lichtensteini,n,robust,Stress-tolerant,Unknown,Unknown,E1.14.Phy.lich.1.20140811_T,20140811,Trawler,-14.68344,145.46554,organic material,Phy Tis 140811,Coral Sea,y,E1.14.Phy.lich.1.20140811,no,no,incertae sedis,Physogyra,lichtensteini,Physogyra lichtensteini,Physogyra,lichtensteini,22,18,4,T,Physogyra,lichtensteini,XIV,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XIV_Physogyra_lichtensteini,Cnidaria_Anthozoa_Scleractinia_XIV,Cnidaria_Anthozoa_Scleractinia_incertae sedis,0.01,mya,Coral Tissue,1.648875415,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.15.Dip.heli.1.20140726.T_S319,E1.15.Dip.heli.1.20140726_T,OSU_Miseq_v4_2107,ALVCP,Pollock314,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E1.15.Dip.heli.1.20140726_T,20140726,Trawler,-14.683931,145.466483,organic material,Dip Tis 140726,Coral Sea,n,E1.15.Dip.heli.1.20140726,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,80,300,100,T,Diploastrea,heliopora,XV,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Tissue,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.15.Dip.heli.1.20140809.T_S58,E1.15.Dip.heli.1.20140809_T,OSU_Miseq_v4_2107,ALVCP,Pollock63,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.2192,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E1.15.Dip.heli.1.20140809_T,20140809,Horseshoe,-14.68716,145.44449,organic material,Dip Tis 140809,Coral Sea,y,E1.15.Dip.heli.1.20140809,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,80,120,100,T,Diploastrea,heliopora,XV,23.3,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Tissue,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.15.Dip.heli.1.20140815.T_S102,E1.15.Dip.heli.1.20140815_T,OSU_Miseq_v4_2107,ALVCP,Pollock99,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,1.524,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E1.15.Dip.heli.1.20140815_T,20140815,Trawler,-14.68344,145.46554,organic material,Dip Tis 140815,Coral Sea,y,E1.15.Dip.heli.1.20140815,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,60,100,80,T,Diploastrea,heliopora,XV,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Tissue,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.15.Dip.heli.1.20140905.T_S173,E1.15.Dip.heli.1.20140905_T,OSU_Miseq_v4_2107,ALVCP,Pollock172,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,4.2672,Diploastreidae,15,FAV_Diploastrea_heliopora,n,robust,Stress-tolerant,gonochore,spawner,E1.15.Dip.heli.1.20140905_T,20140905,Broadhurst,-18.86528,147.693611,organic material,Dip Tis 140905 .5.,Coral Sea,y,E1.15.Dip.heli.1.20140905,yes,no,Diploastreidae,Diploastrea,heliopora,Diploastrea heliopora,Diploastrea,heliopora,10,35,40,T,Diploastrea,heliopora,XV,22.8,stony corals,Cnidaria_Anthozoa_Scleractinia_XV_Diploastrea_heliopora,Cnidaria_Anthozoa_Scleractinia_XV,Cnidaria_Anthozoa_Scleractinia_Diploastreidae,99.6,mya,Coral Tissue,64.52281751,mya,zooxanthellate,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
E1.17.Cau.furc.1.20140801.T_S340,E1.17.Cau.furc.1.20140801_T,OSU_Miseq_v4_2107,ALVCP,Pollock341,Coral Tissue,no,yes,yes,Australia,Australia_Pacific,E1,3.3528,Merulinidae,17,FAV_Caulastraea_furcata,n,robust,Stress-tolerant,Unknown,Unknown,E1.17.Cau.furc.1.20140801_T,20140801,Trawler,-14.68344,145.46554,organic material,Cau Tis 140801,Coral Sea,n,E1.17.Cau.furc.1.20140801,yes,yes,Merulinidae,Caulastrea,furcata,Caulastrea furcata,Caulastrea,furcata,80,100,70,T,Caulastrea,furcata,XVII,23.9,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Caulastrea_furcata,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Australia,Pacific,Southern,E1_Lizard_Island_2014,Ryan McMinds
