#SampleID,sample_name_backup,sequence_run,run_lane,sample_name_mf,BiologicalMatter,env_sample,Biological_group,coral_group,country,country_region,expedition_number,depth,family,host_clade_sensu_fukami_numeric,Huang_Roy_tree_name,outgroup,complex_robust,functional_group_sensu_darling,Sexual.system,Mode.of.larval.development,sample_name_first_demultiplexing,concatenated_date,reef_name,latitude,longitude,env_matter,local_sample_id,ocean_area,Symbio_ITS2_sequenced,colony_name,phylo_robust,phylo_complex,family_backup,host_genus_id,host_species_id,field_host_name,field_host_genus_id,field_host_species_id,colony_height_m,colony_width1,colony_width2,tissue_compartment,host_genus,host_species,host_clade_sensu_fukami,temperature,NCBI_inherited_blast_name,full_taxonomy_string_with_clade,taxonomy_string_to_clade,taxonomy_string_to_family,Genus.fossil.age,Genus.fossil.age.unit,sample_type_EMP,Species.age.phylogeny,Species.age.phylogeny.unit,Zooxanthellate,political_area,ocean,hemisphere,sampling_expedition,collected_by
021-C123-T,1256_021_C123_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.17.Orb.annu.3.20150305.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,2.4384,Merulinidae,17,FAV_Montastraea_annularis,n,robust,Stress-tolerant,hermaphrodite,spawner,C_123_T,20150305,Varadero,10.3025,-75.585333,organic material,C_17_Orb_annu3_Cart_20150305,Caribbean,n,E5.17.Orb.annu.3.20150305,yes,yes,Merulinidae,Orbicella,annularis,Orbicella annularis,Orbicella,annularis,35,45,40,T,Orbicella,annularis,XVII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XVII_Orbicella_annularis,Cnidaria_Anthozoa_Scleractinia_XVII,Cnidaria_Anthozoa_Scleractinia_Merulinidae,130,mya,Coral Tissue,0.249039798,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
022-C127-M,1256_022_C127_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.1.20150306.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,4.2672,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_127_M,20150306,Varadero,10.303833,-75.584667,mucus,C_21_Scol_sp1_Cart_20150306,Caribbean,n,E5.21.Sco.sp.1.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,2,2,0,M,Scolymia,sp,XXI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Mucus,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
023-C127-S,1256_023_C127_S,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.1.20150306.S,Coral Skeleton,no,yes,yes,Colombia,Colombia,E5,4.2672,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_127_S,20150306,Varadero,10.303833,-75.584667,organic material,C_21_Scol_sp1_Cart_20150306,Caribbean,n,E5.21.Sco.sp.1.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,2,2,0,S,Scolymia,sp,XXI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
024-C127-T,1256_024_C127_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.1.20150306.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,4.2672,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_127_T,20150306,Varadero,10.303833,-75.584667,organic material,C_21_Scol_sp1_Cart_20150306,Caribbean,n,E5.21.Sco.sp.1.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,2,2,0,T,Scolymia,sp,XXI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
025-C128-M,1256_025_C128_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.2.20150306.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,8.8392,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_128_M,20150306,Varadero,10.3055,-75.585333,mucus,C_21_Scol_sp2_Cart_20150306,Caribbean,n,E5.21.Sco.sp.2.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,3,2,0,M,Scolymia,sp,XXI,25.5,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Mucus,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
Negative.Control.1_S369,Negative.Control_1,OSU_Miseq_v4_2107,ALVCP,Pollock376,control,no,no,no,Control,Control,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,Negative.Control_1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Negative.Control.2_S370,Negative.Control_2,OSU_Miseq_v4_2107,ALVCP,Pollock375,control,no,no,no,Control,Control,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,Negative.Control_2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Negative.Control.3_S371,Negative.Control_3,OSU_Miseq_v4_2107,ALVCP,Pollock374,control,no,no,no,Control,Control,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,Negative.Control_3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Negative.Control.4_S372,Negative.Control_4,OSU_Miseq_v4_2107,ALVCP,Pollock373,control,no,no,no,Control,Control,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,Negative.Control_4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
026-C128-S,1256_026_C128_S,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.2.20150306.S,Coral Skeleton,no,yes,yes,Colombia,Colombia,E5,8.8392,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_128_S,20150306,Varadero,10.3055,-75.585333,organic material,C_21_Scol_sp2_Cart_20150306,Caribbean,n,E5.21.Sco.sp.2.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,3,2,0,S,Scolymia,sp,XXI,25.5,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
E1.6.Iso.pali.1.20140803.M.2_S116,E1.6.Iso.pali.1.20140803_M.2,OSU_Miseq_v4_2107,ALVCP,Pollock117,Coral Mucus,no,yes,no,Australia,Australia_Pacific,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,E1.6.Iso.pali.1.20140803_M.2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
027-C128-T,1256_027_C128_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.2.20150306.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,8.8392,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_128_T,20150306,Varadero,10.3055,-75.585333,organic material,C_21_Scol_sp2_Cart_20150306,Caribbean,n,E5.21.Sco.sp.2.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,3,2,0,T,Scolymia,sp,XXI,25.5,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
028-C129-M,1256_028_C129_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.3.20150306.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,7.62,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_129_M,20150306,Varadero,10.3055,-75.585333,mucus,C_21_Scol_sp3_Cart_20150306,Caribbean,n,E5.21.Sco.sp.3.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,4,2.5,0,M,Scolymia,sp,XXI,25.5,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Mucus,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
029-C129-S,1256_029_C129_S,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.3.20150306.S,Coral Skeleton,no,yes,yes,Colombia,Colombia,E5,7.62,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_129_S,20150306,Varadero,10.3055,-75.585333,organic material,C_21_Scol_sp3_Cart_20150306,Caribbean,n,E5.21.Sco.sp.3.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,4,2.5,0,S,Scolymia,sp,XXI,25.5,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Skeleton,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
030-C129-T,1256_030_C129_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.21.Sco.sp.3.20150306.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,7.62,Mussidae,21,FAV_Scolymia,n,robust,Unknown,Unknown,Unknown,C_129_T,20150306,Varadero,10.3055,-75.585333,organic material,C_21_Scol_sp3_Cart_20150306,Caribbean,n,E5.21.Sco.sp.3.20150306,no,no,Mussidae,Scolymia,sp,Scolymia sp,Scolymia,sp,4,2.5,0,T,Scolymia,sp,XXI,25.5,stony corals,Cnidaria_Anthozoa_Scleractinia_XXI_Scolymia_sp,Cnidaria_Anthozoa_Scleractinia_XXI,Cnidaria_Anthozoa_Scleractinia_Mussidae,Unknown,Unknown,Coral Tissue,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
031-C132-M,1256_031_C132_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.16.Mon.cave.1.20150306.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,3.6576,Montastreidae,16,FAV_Montastraea_cavernosa,n,robust,Stress-tolerant,gonochore,Unknown,C_132_M,20150306,Varadero,10.303833,-75.584667,mucus,C_132_M,Caribbean,n,E5.16.Mon.cave.1.20150306,no,no,Montastreidae,Montastraea,cavernosa,Montastraea cavernosa,Montastraea,cavernosa,11,9,7,M,Montastraea,cavernosa,XVI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XVI_Montastraea_cavernosa,Cnidaria_Anthozoa_Scleractinia_XVI,Cnidaria_Anthozoa_Scleractinia_Montastreidae,130,mya,Coral Mucus,57.71184913,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
032-C132-T,1256_032_C132_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.16.Mon.cave.1.20150306.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,3.6576,Montastreidae,16,FAV_Montastraea_cavernosa,n,robust,Stress-tolerant,gonochore,Unknown,C_132_T,20150306,Varadero,10.303833,-75.584667,organic material,C_132_T,Caribbean,n,E5.16.Mon.cave.1.20150306,no,no,Montastreidae,Montastraea,cavernosa,Montastraea cavernosa,Montastraea,cavernosa,11,9,7,T,Montastraea,cavernosa,XVI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XVI_Montastraea_cavernosa,Cnidaria_Anthozoa_Scleractinia_XVI,Cnidaria_Anthozoa_Scleractinia_Montastreidae,130,mya,Coral Tissue,57.71184913,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
033-C133-M,1256_033_C133_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.16.Mon.cave.2.20150306.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,4.2672,Montastreidae,16,FAV_Montastraea_cavernosa,n,robust,Stress-tolerant,gonochore,Unknown,C_133_M,20150306,Varadero,10.303833,-75.584667,mucus,C_133_M,Caribbean,n,E5.16.Mon.cave.2.20150306,no,no,Montastreidae,Montastraea,cavernosa,Montastraea cavernosa,Montastraea,cavernosa,12,9,4,M,Montastraea,cavernosa,XVI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XVI_Montastraea_cavernosa,Cnidaria_Anthozoa_Scleractinia_XVI,Cnidaria_Anthozoa_Scleractinia_Montastreidae,130,mya,Coral Mucus,57.71184913,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
034-Control,1256_034_Control,PSU_Miseq_v4_2023,GMCF_1256_set1,BLANK,BLANK,no,no,no,Control,Control,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,no,no,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
035-C133-S,1256_035_C133_S,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.16.Mon.cave.2.20150306.S,Coral Skeleton,no,yes,yes,Colombia,Colombia,E5,4.2672,Montastreidae,16,FAV_Montastraea_cavernosa,n,robust,Stress-tolerant,gonochore,Unknown,C_133_S,20150306,Varadero,10.303833,-75.584667,organic material,C_133_S,Caribbean,n,E5.16.Mon.cave.2.20150306,no,no,Montastreidae,Montastraea,cavernosa,Montastraea cavernosa,Montastraea,cavernosa,12,9,4,S,Montastraea,cavernosa,XVI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XVI_Montastraea_cavernosa,Cnidaria_Anthozoa_Scleractinia_XVI,Cnidaria_Anthozoa_Scleractinia_Montastreidae,130,mya,Coral Skeleton,57.71184913,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
036-C133-T,1256_036_C133_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.16.Mon.cave.2.20150306.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,4.2672,Montastreidae,16,FAV_Montastraea_cavernosa,n,robust,Stress-tolerant,gonochore,Unknown,C_133_T,20150306,Varadero,10.303833,-75.584667,organic material,C_133_T,Caribbean,n,E5.16.Mon.cave.2.20150306,no,no,Montastreidae,Montastraea,cavernosa,Montastraea cavernosa,Montastraea,cavernosa,12,9,4,T,Montastraea,cavernosa,XVI,28,stony corals,Cnidaria_Anthozoa_Scleractinia_XVI_Montastraea_cavernosa,Cnidaria_Anthozoa_Scleractinia_XVI,Cnidaria_Anthozoa_Scleractinia_Montastreidae,130,mya,Coral Tissue,57.71184913,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
037-C137-T,1256_037_C137_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.Out.Sty.rose.1.20150306.TS,outgroup_tissue,no,yes,no,Colombia,Colombia,E5,3.3528,Out_Stylasteridae,Outgroup_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,none,y,outgroup,Unknown,Unknown,Unknown,C_137_T,20150306,Varadero,10.303833,-75.584667,organic material,C_137_T,Caribbean,n,E5.Out.Sty.rose.1.20150306,no,no,Out_Stylasteridae,Stylaster,roseus,Stylaster roseus,Stylaster,roseus,Unknown,Unknown,Unknown,TS,Stylaster,roseus,Outgroup_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,28,hydrozoans,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae_Stylaster_roseus,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,Unknown,Unknown,Stylaster Tissue,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
038-C138-T,1256_038_C138_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.Out.Sty.rose.2.20150306.TS,outgroup_tissue,no,yes,no,Colombia,Colombia,E5,3.3528,Out_Stylasteridae,Outgroup_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,none,y,outgroup,Unknown,Unknown,Unknown,C_138_T,20150306,Varadero,10.303833,-75.584667,organic material,C_138_T,Caribbean,n,E5.Out.Sty.rose.2.20150306,no,no,Out_Stylasteridae,Stylaster,roseus,Stylaster roseus,Stylaster,roseus,Unknown,Unknown,Unknown,TS,Stylaster,roseus,Outgroup_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,28,hydrozoans,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae_Stylaster_roseus,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,Unknown,Unknown,Stylaster Tissue,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
039-C139-T,1256_039_C139_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.Out.Sty.rose.3.20150306.TS,outgroup_tissue,no,yes,no,Colombia,Colombia,E5,3.3528,Out_Stylasteridae,Outgroup_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,none,y,outgroup,Unknown,Unknown,Unknown,C_139_T,20150306,Varadero,10.303833,-75.584667,organic material,C_139_T,Caribbean,n,E5.Out.Sty.rose.3.20150306,no,no,Out_Stylasteridae,Stylaster,roseus,Stylaster roseus,Stylaster,roseus,Unknown,Unknown,Unknown,TS,Stylaster,roseus,Outgroup_Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,28,hydrozoans,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae_Stylaster_roseus,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,Cnidaria_Hydrozoa_Anthoathecata_Stylasteridae,Unknown,Unknown,Stylaster Tissue,Unknown,Unknown,Unknown,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
040-C143-M,1256_040_C143_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.1.20150307.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_143_M,20150307,Varadero,10.301167,-75.585,mucus,C_143_M,Caribbean,n,E5.8.Ste.inte.1.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,16,11,3,M,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Corallimorpharia Mucus,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
041-C143-S,1256_041_C143_S,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.1.20150307.S,Coral Skeleton,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_143_S,20150307,Varadero,10.301167,-75.585,organic material,C_143_S,Caribbean,n,E5.8.Ste.inte.1.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,16,11,3,S,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Corallimorpharia Mucus,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
042-C143-T,1256_042_C143_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.1.20150307.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_143_T,20150307,Varadero,10.301167,-75.585,organic material,C_143_T,Caribbean,n,E5.8.Ste.inte.1.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,16,11,3,T,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Zooanthid Skeleton,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
043-C144-M,1256_043_C144_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.2.20150307.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_144_M,20150307,Varadero,10.301167,-75.585,mucus,C_144_M,Caribbean,n,E5.8.Ste.inte.2.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,10,8,1,M,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Heliopora Mucus,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
044-C144-S,1256_044_C144_S,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.2.20150307.S,Coral Skeleton,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_144_S,20150307,Varadero,10.301167,-75.585,organic material,C_144_S,Caribbean,n,E5.8.Ste.inte.2.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,10,8,1,S,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Heliopora Skeleton,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
045-C144-T,1256_045_C144_T,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.2.20150307.T,Coral Tissue,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_144_T,20150307,Varadero,10.301167,-75.585,organic material,C_144_T,Caribbean,n,E5.8.Ste.inte.2.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,10,8,1,T,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Heliopora Tissue,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
046-C145-M,1256_046_C145_M,PSU_Miseq_v4_2023,GMCF_1256_set1,E5.8.Ste.inte.3.20150307.M,Coral Mucus,no,yes,yes,Colombia,Colombia,E5,6.4008,Astrocoeniidae,8,AST_Stephanocoenia_intersepta,n,complex,Stress-tolerant,gonochore,spawner,C_145_M,20150307,Varadero,10.301167,-75.585,mucus,C_145_M,Caribbean,n,E5.8.Ste.inte.3.20150307,no,no,Astrocoeniidae,Stephanocoenia,intersepta,Stephanocoenia intersepta,Stephanocoenia,intersepta,15,13,1,M,Stephanocoenia,intersepta,VIII,28,stony corals,Cnidaria_Anthozoa_Scleractinia_VIII_Stephanocoenia_intersepta,Cnidaria_Anthozoa_Scleractinia_VIII,Cnidaria_Anthozoa_Scleractinia_Astrocoeniidae,55.8,mya,Alcyonacea Mucus,41.44237702,mya,zooxanthellate,Colombia,Atlantic,Northern,E5_Cartagena_Colombia_2015,Monica Medina
